Field1,Field2,nope,Field4
liampayne,katyperry,yup,nope
liampayne,justinbieber,yup,yup
liampayne,taylorswift13,yup,nope
liampayne,rihanna,nope,nope
liampayne,youtube,nope,yup
liampayne,ladygaga,yup,yup
liampayne,theellenshow,yup,yup
liampayne,twitter,nope,nope
liampayne,jtimberlake,yup,nope
liampayne,britneyspears,yup,yup
liampayne,selenagomez,nope,nope
liampayne,cnnbrk,nope,nope
liampayne,jimmyfallon,nope,nope
liampayne,shakira,nope,nope
liampayne,ddlovato,nope,nope
liampayne,instagram,nope,nope
liampayne,oprah,nope,nope
liampayne,nytimes,nope,nope
liampayne,onedirection,yup,yup
liampayne,mileycyrus,yup,nope
liampayne,sportscenter,nope,nope
liampayne,espn,nope,nope
liampayne,pink,yup,nope
liampayne,liltunechi,yup,nope
liampayne,wizkhalifa,yup,nope
liampayne,niallofficial,yup,yup
liampayne,kanyewest,nope,nope
liampayne,neymarjr,nope,nope
liampayne,narendramodi,nope,nope
liampayne,danieltosh,nope,nope
liampayne,aliciakeys,nope,nope
liampayne,srbachchan,nope,nope
liampayne,nba,nope,nope
liampayne,louis_tomlinson,yup,yup
liampayne,pitbull,nope,nope
liampayne,khloekardashian,yup,nope
liampayne,iamsrk,nope,nope
liampayne,kourtneykardash,yup,nope
liampayne,realmadrid,nope,nope
liampayne,davidguetta,nope,nope
liampayne,nfl,nope,nope
liampayne,nasa,yup,nope
liampayne,nickiminaj,yup,nope
liampayne,zaynmalik,yup,yup
liampayne,aamir_khan,nope,nope
liampayne,chrisbrown,nope,nope
liampayne,blakeshelton,nope,nope
liampayne,coldplay,yup,nope
liampayne,realdonaldtrump,nope,nope
liampayne,theeconomist,nope,nope
liampayne,aplusk,nope,nope
liampayne,mariahcarey,nope,nope
liampayne,vine,nope,nope
liampayne,deepikapadukone,nope,nope
liampayne,edsheeran,yup,yup
liampayne,mohamadalarefe,nope,nope
liampayne,ricky_martin,nope,nope
liampayne,shugairi,nope,nope
liampayne,xtina,nope,nope
liampayne,agnezmo,nope,nope
liampayne,reuters,nope,nope
liampayne,priyankachopra,nope,nope
liampayne,twitterespanol,nope,nope
liampayne,ihrithik,nope,nope
liampayne,akshaykumar,nope,nope
liampayne,ryanseacrest,nope,nope
liampayne,ivetesangalo,nope,nope
liampayne,pmoindia,nope,nope
liampayne,snoopdogg,yup,nope
louis_tomlinson,katyperry,yup,nope
louis_tomlinson,justinbieber,yup,yup
louis_tomlinson,taylorswift13,yup,nope
louis_tomlinson,rihanna,yup,nope
louis_tomlinson,youtube,yup,yup
louis_tomlinson,ladygaga,yup,nope
louis_tomlinson,theellenshow,yup,yup
louis_tomlinson,twitter,nope,nope
louis_tomlinson,jtimberlake,nope,nope
louis_tomlinson,britneyspears,yup,nope
louis_tomlinson,selenagomez,yup,nope
louis_tomlinson,cnnbrk,nope,nope
louis_tomlinson,jimmyfallon,nope,nope
louis_tomlinson,shakira,nope,nope
louis_tomlinson,ddlovato,nope,nope
louis_tomlinson,instagram,nope,nope
louis_tomlinson,oprah,nope,nope
louis_tomlinson,nytimes,nope,nope
louis_tomlinson,onedirection,yup,yup
louis_tomlinson,mileycyrus,yup,nope
louis_tomlinson,sportscenter,nope,nope
louis_tomlinson,espn,nope,nope
louis_tomlinson,pink,yup,nope
louis_tomlinson,wizkhalifa,nope,nope
louis_tomlinson,niallofficial,yup,yup
louis_tomlinson,kanyewest,nope,nope
louis_tomlinson,neymarjr,yup,nope
louis_tomlinson,narendramodi,nope,nope
louis_tomlinson,danieltosh,nope,nope
louis_tomlinson,aliciakeys,nope,nope
louis_tomlinson,srbachchan,nope,nope
louis_tomlinson,nba,nope,nope
louis_tomlinson,pitbull,nope,nope
louis_tomlinson,khloekardashian,nope,nope
louis_tomlinson,iamsrk,nope,nope
louis_tomlinson,kourtneykardash,nope,nope
louis_tomlinson,realmadrid,yup,nope
louis_tomlinson,davidguetta,yup,nope
louis_tomlinson,nfl,nope,nope
louis_tomlinson,nasa,nope,nope
louis_tomlinson,nickiminaj,nope,nope
louis_tomlinson,zaynmalik,yup,yup
louis_tomlinson,aamir_khan,nope,nope
louis_tomlinson,chrisbrown,nope,nope
louis_tomlinson,blakeshelton,nope,nope
louis_tomlinson,coldplay,yup,nope
louis_tomlinson,realdonaldtrump,nope,nope
louis_tomlinson,theeconomist,nope,nope
louis_tomlinson,aplusk,yup,nope
louis_tomlinson,mariahcarey,nope,nope
louis_tomlinson,vine,nope,nope
louis_tomlinson,deepikapadukone,nope,nope
louis_tomlinson,edsheeran,yup,yup
louis_tomlinson,mohamadalarefe,nope,nope
louis_tomlinson,ricky_martin,nope,nope
louis_tomlinson,shugairi,nope,nope
louis_tomlinson,xtina,nope,nope
louis_tomlinson,agnezmo,nope,nope
louis_tomlinson,reuters,nope,nope
louis_tomlinson,priyankachopra,nope,nope
louis_tomlinson,twitterespanol,nope,nope
louis_tomlinson,ihrithik,nope,nope
louis_tomlinson,akshaykumar,nope,nope
louis_tomlinson,ryanseacrest,nope,nope
louis_tomlinson,ivetesangalo,nope,nope
louis_tomlinson,pmoindia,nope,nope
louis_tomlinson,snoopdogg,yup,nope
emmawatson,katyperry,nope,nope
emmawatson,justinbieber,nope,nope
emmawatson,taylorswift13,yup,yup
emmawatson,rihanna,nope,nope
emmawatson,youtube,nope,nope
emmawatson,ladygaga,yup,nope
emmawatson,theellenshow,yup,yup
emmawatson,twitter,nope,nope
emmawatson,jtimberlake,nope,nope
emmawatson,britneyspears,nope,nope
emmawatson,kimkardashian,nope,nope
emmawatson,selenagomez,yup,nope
emmawatson,cnnbrk,nope,nope
emmawatson,jimmyfallon,nope,yup
emmawatson,shakira,nope,nope
emmawatson,ddlovato,nope,yup
emmawatson,instagram,nope,nope
emmawatson,jlo,nope,nope
emmawatson,oprah,yup,nope
emmawatson,kingjames,nope,nope
emmawatson,nytimes,yup,nope
emmawatson,kevinhart4real,nope,nope
emmawatson,onedirection,nope,nope
emmawatson,mileycyrus,nope,nope
emmawatson,sportscenter,nope,yup
emmawatson,espn,nope,nope
emmawatson,harry_styles,yup,yup
emmawatson,pink,yup,yup
emmawatson,liltunechi,nope,nope
emmawatson,wizkhalifa,nope,nope
emmawatson,niallofficial,nope,yup
emmawatson,kanyewest,nope,nope
emmawatson,neymarjr,nope,nope
emmawatson,kaka,nope,nope
emmawatson,narendramodi,nope,nope
emmawatson,danieltosh,nope,nope
emmawatson,aliciakeys,nope,nope
emmawatson,srbachchan,nope,yup
emmawatson,nba,nope,nope
emmawatson,liampayne,nope,yup
emmawatson,louis_tomlinson,nope,nope
emmawatson,pitbull,nope,nope
emmawatson,khloekardashian,nope,nope
emmawatson,iamsrk,yup,yup
emmawatson,kourtneykardash,nope,nope
emmawatson,realmadrid,nope,nope
emmawatson,davidguetta,nope,nope
emmawatson,nfl,nope,yup
emmawatson,nasa,nope,nope
emmawatson,nickiminaj,nope,yup
emmawatson,kendalljenner,nope,nope
emmawatson,zaynmalik,nope,nope
emmawatson,aamir_khan,nope,nope
emmawatson,fcbarcelona,nope,nope
emmawatson,kyliejenner,nope,nope
emmawatson,chrisbrown,nope,nope
emmawatson,blakeshelton,nope,nope
emmawatson,coldplay,yup,nope
emmawatson,realdonaldtrump,nope,nope
emmawatson,theeconomist,nope,nope
emmawatson,aplusk,nope,nope
emmawatson,mariahcarey,nope,nope
emmawatson,vine,nope,nope
emmawatson,deepikapadukone,nope,nope
emmawatson,leodicaprio,nope,nope
emmawatson,google,nope,nope
emmawatson,edsheeran,yup,nope
emmawatson,mohamadalarefe,nope,nope
emmawatson,ricky_martin,nope,nope
emmawatson,shugairi,nope,nope
emmawatson,xtina,nope,nope
emmawatson,agnezmo,nope,nope
emmawatson,reuters,nope,nope
emmawatson,priyankachopra,nope,nope
emmawatson,twitterespanol,nope,nope
emmawatson,ihrithik,nope,nope
emmawatson,akshaykumar,nope,nope
emmawatson,jimcarrey,nope,nope
emmawatson,kdtrey5,nope,nope
emmawatson,ryanseacrest,nope,nope
emmawatson,ivetesangalo,nope,nope
emmawatson,pmoindia,nope,nope
emmawatson,snoopdogg,nope,nope
pitbull,taylorswift13,yup,nope
pitbull,rihanna,yup,nope
pitbull,twitter,nope,nope
pitbull,selenagomez,yup,nope
pitbull,shakira,yup,yup
pitbull,wizkhalifa,nope,nope
pitbull,realmadrid,nope,nope
pitbull,zaynmalik,nope,nope
pitbull,realdonaldtrump,yup,nope
pitbull,vine,nope,nope
pitbull,ricky_martin,yup,yup
pitbull,shugairi,nope,nope
pitbull,xtina,yup,nope
pitbull,priyankachopra,yup,yup
khloekardashian,taylorswift13,nope,nope
khloekardashian,rihanna,yup,yup
khloekardashian,ladygaga,yup,nope
khloekardashian,twitter,nope,nope
khloekardashian,selenagomez,nope,yup
khloekardashian,shakira,nope,nope
khloekardashian,nytimes,nope,nope
khloekardashian,onedirection,nope,nope
khloekardashian,wizkhalifa,nope,nope
khloekardashian,neymarjr,nope,nope
khloekardashian,narendramodi,nope,nope
khloekardashian,pitbull,nope,yup
khloekardashian,kourtneykardash,yup,yup
khloekardashian,realmadrid,nope,nope
khloekardashian,zaynmalik,nope,nope
khloekardashian,realdonaldtrump,nope,nope
khloekardashian,vine,nope,nope
khloekardashian,ricky_martin,nope,nope
khloekardashian,shugairi,nope,nope
khloekardashian,xtina,nope,nope
khloekardashian,priyankachopra,nope,nope
iamsrk,katyperry,nope,nope
iamsrk,justinbieber,nope,nope
iamsrk,taylorswift13,nope,nope
iamsrk,rihanna,nope,nope
iamsrk,ladygaga,nope,nope
iamsrk,twitter,nope,nope
iamsrk,jtimberlake,nope,nope
iamsrk,selenagomez,nope,nope
iamsrk,jimmyfallon,nope,nope
iamsrk,shakira,yup,nope
iamsrk,instagram,nope,nope
iamsrk,nytimes,nope,nope
iamsrk,onedirection,nope,nope
iamsrk,wizkhalifa,nope,nope
iamsrk,kanyewest,nope,nope
iamsrk,neymarjr,nope,nope
iamsrk,narendramodi,nope,nope
iamsrk,pitbull,nope,nope
iamsrk,khloekardashian,nope,nope
iamsrk,kourtneykardash,nope,nope
iamsrk,realmadrid,nope,nope
iamsrk,zaynmalik,nope,nope
iamsrk,realdonaldtrump,nope,nope
iamsrk,vine,nope,nope
iamsrk,ricky_martin,nope,nope
iamsrk,shugairi,nope,nope
iamsrk,xtina,nope,nope
iamsrk,priyankachopra,yup,yup
iamsrk,ivetesangalo,nope,nope
conanobrien,katyperry,nope,yup
conanobrien,justinbieber,nope,yup
conanobrien,taylorswift13,nope,nope
conanobrien,rihanna,nope,nope
conanobrien,youtube,nope,yup
conanobrien,ladygaga,nope,nope
conanobrien,theellenshow,nope,yup
conanobrien,twitter,nope,nope
conanobrien,jtimberlake,nope,yup
conanobrien,britneyspears,nope,nope
conanobrien,kimkardashian,nope,nope
conanobrien,cristiano,nope,nope
conanobrien,selenagomez,nope,nope
conanobrien,cnnbrk,nope,nope
conanobrien,jimmyfallon,nope,yup
conanobrien,shakira,nope,nope
conanobrien,ddlovato,nope,nope
conanobrien,instagram,nope,nope
conanobrien,jlo,nope,nope
conanobrien,oprah,nope,nope
conanobrien,drake,nope,yup
conanobrien,kingjames,nope,nope
conanobrien,nytimes,nope,nope
conanobrien,kevinhart4real,nope,yup
conanobrien,onedirection,nope,nope
conanobrien,mileycyrus,nope,yup
conanobrien,sportscenter,nope,yup
conanobrien,espn,nope,nope
conanobrien,harry_styles,nope,nope
conanobrien,pink,nope,yup
conanobrien,liltunechi,nope,nope
conanobrien,wizkhalifa,nope,yup
conanobrien,niallofficial,nope,nope
conanobrien,kanyewest,nope,nope
conanobrien,neymarjr,nope,nope
conanobrien,kaka,nope,nope
conanobrien,narendramodi,nope,nope
conanobrien,danieltosh,nope,nope
conanobrien,aliciakeys,nope,yup
conanobrien,srbachchan,nope,nope
conanobrien,nba,nope,yup
conanobrien,liampayne,nope,nope
conanobrien,louis_tomlinson,nope,nope
conanobrien,emmawatson,nope,nope
conanobrien,pitbull,nope,yup
conanobrien,khloekardashian,nope,nope
conanobrien,iamsrk,nope,nope
conanobrien,kourtneykardash,nope,nope
conanobrien,realmadrid,nope,nope
conanobrien,davidguetta,nope,nope
conanobrien,nfl,nope,yup
conanobrien,eminem,nope,nope
conanobrien,nasa,nope,nope
conanobrien,nickiminaj,nope,nope
conanobrien,kendalljenner,nope,nope
conanobrien,zaynmalik,nope,nope
conanobrien,aamir_khan,nope,nope
conanobrien,fcbarcelona,nope,nope
conanobrien,kyliejenner,nope,nope
conanobrien,chrisbrown,nope,nope
conanobrien,blakeshelton,nope,nope
conanobrien,coldplay,nope,nope
conanobrien,realdonaldtrump,nope,nope
conanobrien,theeconomist,nope,nope
conanobrien,aplusk,nope,yup
conanobrien,mariahcarey,nope,nope
conanobrien,vine,nope,nope
conanobrien,deepikapadukone,nope,nope
conanobrien,leodicaprio,nope,nope
conanobrien,google,nope,nope
conanobrien,edsheeran,nope,nope
conanobrien,mohamadalarefe,nope,nope
conanobrien,ricky_martin,nope,nope
conanobrien,shugairi,nope,nope
conanobrien,xtina,nope,nope
conanobrien,agnezmo,nope,nope
conanobrien,reuters,nope,nope
conanobrien,priyankachopra,nope,nope
conanobrien,twitterespanol,nope,nope
conanobrien,ihrithik,nope,nope
conanobrien,akshaykumar,nope,nope
conanobrien,jimcarrey,nope,nope
conanobrien,kdtrey5,nope,nope
conanobrien,ryanseacrest,nope,yup
conanobrien,ivetesangalo,nope,nope
conanobrien,pmoindia,nope,nope
conanobrien,snoopdogg,nope,nope
kourtneykardash,taylorswift13,nope,nope
kourtneykardash,rihanna,nope,nope
kourtneykardash,ladygaga,nope,nope
kourtneykardash,twitter,nope,nope
kourtneykardash,selenagomez,nope,nope
kourtneykardash,shakira,nope,nope
kourtneykardash,nytimes,nope,nope
kourtneykardash,onedirection,nope,nope
kourtneykardash,wizkhalifa,nope,nope
kourtneykardash,neymarjr,nope,nope
kourtneykardash,narendramodi,nope,nope
kourtneykardash,pitbull,nope,yup
kourtneykardash,realmadrid,nope,nope
kourtneykardash,zaynmalik,nope,yup
kourtneykardash,realdonaldtrump,nope,nope
kourtneykardash,vine,nope,nope
kourtneykardash,ricky_martin,nope,nope
kourtneykardash,shugairi,nope,nope
kourtneykardash,xtina,nope,nope
kourtneykardash,priyankachopra,nope,nope
realmadrid,taylorswift13,nope,nope
realmadrid,rihanna,nope,nope
realmadrid,twitter,nope,nope
realmadrid,selenagomez,nope,nope
realmadrid,shakira,nope,nope
realmadrid,wizkhalifa,nope,nope
realmadrid,zaynmalik,nope,nope
realmadrid,vine,nope,nope
realmadrid,ricky_martin,nope,nope
realmadrid,shugairi,nope,nope
realmadrid,xtina,nope,nope
davidguetta,katyperry,nope,nope
davidguetta,justinbieber,yup,yup
davidguetta,taylorswift13,nope,nope
davidguetta,rihanna,yup,nope
davidguetta,ladygaga,nope,nope
davidguetta,twitter,nope,nope
davidguetta,jtimberlake,yup,nope
davidguetta,selenagomez,nope,nope
davidguetta,jimmyfallon,nope,nope
davidguetta,shakira,nope,nope
davidguetta,ddlovato,nope,nope
davidguetta,instagram,nope,nope
davidguetta,nytimes,nope,nope
davidguetta,onedirection,nope,nope
davidguetta,espn,nope,nope
davidguetta,wizkhalifa,nope,nope
davidguetta,kanyewest,yup,nope
davidguetta,neymarjr,yup,nope
davidguetta,narendramodi,nope,nope
davidguetta,pitbull,nope,yup
davidguetta,khloekardashian,nope,nope
davidguetta,iamsrk,nope,nope
davidguetta,kourtneykardash,nope,nope
davidguetta,realmadrid,nope,nope
davidguetta,zaynmalik,nope,nope
davidguetta,realdonaldtrump,nope,nope
davidguetta,vine,nope,nope
davidguetta,deepikapadukone,nope,nope
davidguetta,edsheeran,nope,nope
davidguetta,ricky_martin,nope,nope
davidguetta,shugairi,nope,nope
davidguetta,xtina,nope,nope
davidguetta,priyankachopra,nope,nope
davidguetta,ihrithik,nope,nope
davidguetta,ivetesangalo,nope,nope
beingsalmankhan,katyperry,nope,nope
beingsalmankhan,justinbieber,nope,nope
beingsalmankhan,taylorswift13,nope,nope
beingsalmankhan,rihanna,nope,nope
beingsalmankhan,youtube,nope,nope
beingsalmankhan,ladygaga,nope,nope
beingsalmankhan,theellenshow,nope,nope
beingsalmankhan,twitter,nope,nope
beingsalmankhan,jtimberlake,nope,nope
beingsalmankhan,britneyspears,nope,nope
beingsalmankhan,kimkardashian,nope,nope
beingsalmankhan,cristiano,nope,nope
beingsalmankhan,selenagomez,nope,nope
beingsalmankhan,cnnbrk,nope,nope
beingsalmankhan,jimmyfallon,nope,nope
beingsalmankhan,shakira,nope,nope
beingsalmankhan,ddlovato,nope,nope
beingsalmankhan,instagram,nope,nope
beingsalmankhan,jlo,nope,nope
beingsalmankhan,oprah,nope,nope
beingsalmankhan,drake,nope,nope
beingsalmankhan,kingjames,nope,nope
beingsalmankhan,billgates,nope,nope
beingsalmankhan,nytimes,nope,nope
beingsalmankhan,kevinhart4real,nope,nope
beingsalmankhan,onedirection,nope,nope
beingsalmankhan,mileycyrus,nope,nope
beingsalmankhan,sportscenter,nope,nope
beingsalmankhan,cnn,nope,nope
beingsalmankhan,espn,nope,nope
beingsalmankhan,harry_styles,nope,nope
beingsalmankhan,pink,nope,nope
beingsalmankhan,liltunechi,nope,nope
beingsalmankhan,wizkhalifa,nope,nope
beingsalmankhan,niallofficial,nope,nope
beingsalmankhan,brunomars,nope,nope
beingsalmankhan,kanyewest,nope,nope
beingsalmankhan,neymarjr,nope,nope
beingsalmankhan,kaka,nope,nope
beingsalmankhan,narendramodi,nope,nope
beingsalmankhan,danieltosh,nope,nope
beingsalmankhan,aliciakeys,nope,nope
beingsalmankhan,srbachchan,nope,yup
beingsalmankhan,nba,nope,nope
beingsalmankhan,liampayne,nope,nope
beingsalmankhan,louis_tomlinson,nope,nope
beingsalmankhan,emmawatson,nope,nope
beingsalmankhan,pitbull,nope,nope
beingsalmankhan,khloekardashian,nope,nope
beingsalmankhan,iamsrk,yup,yup
beingsalmankhan,conanobrien,nope,nope
beingsalmankhan,kourtneykardash,nope,nope
beingsalmankhan,realmadrid,nope,nope
beingsalmankhan,davidguetta,nope,nope
beingsalmankhan,nfl,nope,nope
beingsalmankhan,eminem,nope,nope
beingsalmankhan,nasa,nope,nope
beingsalmankhan,nickiminaj,nope,nope
beingsalmankhan,kendalljenner,nope,nope
beingsalmankhan,zaynmalik,nope,nope
beingsalmankhan,aamir_khan,yup,yup
beingsalmankhan,fcbarcelona,nope,nope
beingsalmankhan,kyliejenner,nope,nope
beingsalmankhan,chrisbrown,nope,nope
beingsalmankhan,blakeshelton,nope,nope
beingsalmankhan,coldplay,nope,nope
beingsalmankhan,realdonaldtrump,nope,nope
beingsalmankhan,theeconomist,nope,nope
beingsalmankhan,aplusk,nope,nope
beingsalmankhan,mariahcarey,nope,nope
beingsalmankhan,vine,nope,nope
beingsalmankhan,deepikapadukone,nope,yup
beingsalmankhan,leodicaprio,nope,nope
beingsalmankhan,google,nope,nope
beingsalmankhan,edsheeran,nope,nope
beingsalmankhan,mohamadalarefe,nope,nope
beingsalmankhan,ricky_martin,nope,nope
beingsalmankhan,shugairi,nope,nope
beingsalmankhan,xtina,nope,nope
beingsalmankhan,agnezmo,nope,nope
beingsalmankhan,reuters,nope,nope
beingsalmankhan,priyankachopra,nope,yup
beingsalmankhan,twitterespanol,nope,nope
beingsalmankhan,ihrithik,nope,yup
beingsalmankhan,akshaykumar,nope,nope
beingsalmankhan,jimcarrey,nope,nope
beingsalmankhan,kdtrey5,nope,nope
beingsalmankhan,ryanseacrest,nope,nope
beingsalmankhan,ivetesangalo,nope,nope
beingsalmankhan,pmoindia,nope,nope
beingsalmankhan,snoopdogg,nope,nope
nfl,katyperry,yup,nope
nfl,justinbieber,nope,nope
nfl,taylorswift13,yup,nope
nfl,rihanna,nope,nope
nfl,youtube,nope,nope
nfl,ladygaga,yup,nope
nfl,theellenshow,yup,yup
nfl,twitter,yup,nope
nfl,jtimberlake,yup,nope
nfl,britneyspears,yup,nope
nfl,selenagomez,nope,nope
nfl,cnnbrk,nope,nope
nfl,jimmyfallon,yup,yup
nfl,shakira,nope,nope
nfl,ddlovato,nope,nope
nfl,instagram,yup,nope
nfl,oprah,nope,nope
nfl,nytimes,nope,nope
nfl,onedirection,nope,nope
nfl,sportscenter,yup,yup
nfl,espn,yup,yup
nfl,pink,nope,yup
nfl,wizkhalifa,nope,nope
nfl,niallofficial,nope,nope
nfl,kanyewest,nope,nope
nfl,neymarjr,nope,nope
nfl,narendramodi,nope,nope
nfl,danieltosh,yup,nope
nfl,aliciakeys,yup,nope
nfl,srbachchan,nope,nope
nfl,pitbull,nope,nope
nfl,khloekardashian,nope,nope
nfl,iamsrk,nope,nope
nfl,kourtneykardash,nope,nope
nfl,realmadrid,nope,nope
nfl,davidguetta,nope,nope
nfl,nickiminaj,nope,nope
nfl,zaynmalik,nope,nope
nfl,aamir_khan,nope,nope
nfl,chrisbrown,nope,nope
nfl,blakeshelton,nope,nope
nfl,coldplay,nope,nope
nfl,realdonaldtrump,nope,nope
nfl,theeconomist,nope,nope
nfl,aplusk,yup,yup
nfl,vine,yup,nope
nfl,deepikapadukone,nope,nope
nfl,edsheeran,nope,nope
nfl,ricky_martin,nope,nope
nfl,shugairi,nope,nope
nfl,xtina,nope,nope
nfl,agnezmo,nope,nope
nfl,reuters,nope,nope
nfl,priyankachopra,yup,nope
nfl,twitterespanol,nope,nope
nfl,ihrithik,nope,nope
nfl,akshaykumar,nope,nope
nfl,ryanseacrest,nope,nope
nfl,ivetesangalo,nope,nope
nfl,pmoindia,nope,nope
nfl,snoopdogg,nope,nope
eminem,katyperry,nope,nope
eminem,justinbieber,nope,yup
eminem,taylorswift13,nope,nope
eminem,rihanna,nope,yup
eminem,youtube,nope,nope
eminem,ladygaga,nope,nope
eminem,theellenshow,nope,nope
eminem,twitter,nope,nope
eminem,jtimberlake,nope,nope
eminem,britneyspears,nope,nope
eminem,kimkardashian,nope,nope
eminem,selenagomez,nope,nope
eminem,cnnbrk,nope,nope
eminem,jimmyfallon,nope,yup
eminem,shakira,nope,nope
eminem,ddlovato,nope,nope
eminem,instagram,nope,nope
eminem,jlo,nope,nope
eminem,oprah,nope,nope
eminem,kingjames,nope,nope
eminem,nytimes,nope,nope
eminem,kevinhart4real,nope,nope
eminem,onedirection,nope,nope
eminem,mileycyrus,nope,nope
eminem,sportscenter,nope,nope
eminem,espn,nope,nope
eminem,harry_styles,nope,nope
eminem,pink,nope,yup
eminem,liltunechi,nope,nope
eminem,wizkhalifa,nope,nope
eminem,niallofficial,nope,nope
eminem,kanyewest,nope,nope
eminem,neymarjr,nope,nope
eminem,kaka,nope,nope
eminem,narendramodi,nope,nope
eminem,danieltosh,nope,nope
eminem,aliciakeys,nope,nope
eminem,srbachchan,nope,nope
eminem,nba,nope,yup
eminem,liampayne,nope,nope
eminem,louis_tomlinson,nope,nope
eminem,emmawatson,nope,nope
eminem,pitbull,nope,yup
eminem,khloekardashian,nope,nope
eminem,iamsrk,nope,nope
eminem,kourtneykardash,nope,nope
eminem,realmadrid,nope,nope
eminem,davidguetta,nope,nope
eminem,nfl,nope,yup
eminem,nasa,nope,nope
eminem,nickiminaj,nope,nope
eminem,kendalljenner,nope,nope
eminem,zaynmalik,nope,yup
eminem,aamir_khan,nope,nope
eminem,fcbarcelona,nope,nope
eminem,kyliejenner,nope,nope
eminem,chrisbrown,nope,nope
eminem,blakeshelton,nope,nope
eminem,coldplay,nope,nope
eminem,realdonaldtrump,nope,nope
eminem,theeconomist,nope,nope
eminem,aplusk,nope,nope
eminem,mariahcarey,nope,nope
eminem,vine,nope,nope
eminem,deepikapadukone,nope,nope
eminem,leodicaprio,nope,nope
eminem,google,nope,nope
eminem,edsheeran,nope,nope
eminem,mohamadalarefe,nope,nope
eminem,ricky_martin,nope,nope
eminem,shugairi,nope,nope
eminem,xtina,nope,nope
eminem,agnezmo,nope,yup
eminem,reuters,nope,nope
eminem,priyankachopra,nope,yup
eminem,twitterespanol,nope,nope
eminem,ihrithik,nope,nope
eminem,akshaykumar,nope,nope
eminem,jimcarrey,nope,nope
eminem,kdtrey5,nope,nope
eminem,ryanseacrest,nope,nope
eminem,ivetesangalo,nope,nope
eminem,pmoindia,nope,nope
eminem,snoopdogg,nope,yup
nasa,katyperry,nope,nope
nasa,justinbieber,nope,nope
nasa,taylorswift13,nope,nope
nasa,rihanna,nope,nope
nasa,youtube,nope,yup
nasa,ladygaga,nope,nope
nasa,theellenshow,nope,yup
nasa,twitter,nope,nope
nasa,jtimberlake,nope,yup
nasa,britneyspears,nope,nope
nasa,selenagomez,nope,nope
nasa,cnnbrk,nope,nope
nasa,jimmyfallon,nope,nope
nasa,shakira,nope,nope
nasa,ddlovato,nope,nope
nasa,instagram,nope,nope
nasa,oprah,nope,nope
nasa,nytimes,nope,nope
nasa,onedirection,nope,nope
nasa,sportscenter,nope,nope
nasa,espn,nope,nope
nasa,pink,nope,nope
nasa,wizkhalifa,nope,nope
nasa,niallofficial,nope,yup
nasa,kanyewest,nope,nope
nasa,neymarjr,nope,nope
nasa,narendramodi,nope,nope
nasa,danieltosh,nope,nope
nasa,aliciakeys,nope,nope
nasa,srbachchan,nope,yup
nasa,nba,nope,nope
nasa,pitbull,nope,nope
nasa,khloekardashian,nope,nope
nasa,iamsrk,nope,nope
nasa,kourtneykardash,nope,nope
nasa,realmadrid,nope,nope
nasa,davidguetta,nope,nope
nasa,nfl,nope,nope
nasa,nickiminaj,nope,nope
nasa,zaynmalik,nope,nope
nasa,aamir_khan,nope,nope
nasa,chrisbrown,nope,nope
nasa,blakeshelton,nope,nope
nasa,coldplay,nope,nope
nasa,realdonaldtrump,nope,nope
nasa,theeconomist,nope,yup
nasa,aplusk,nope,nope
nasa,vine,nope,nope
nasa,deepikapadukone,nope,nope
nasa,edsheeran,nope,nope
nasa,ricky_martin,nope,nope
nasa,shugairi,nope,nope
nasa,xtina,nope,nope
nasa,agnezmo,nope,nope
nasa,reuters,nope,nope
nasa,priyankachopra,nope,nope
nasa,twitterespanol,nope,nope
nasa,ihrithik,nope,nope
nasa,akshaykumar,nope,nope
nasa,ryanseacrest,nope,nope
nasa,ivetesangalo,nope,nope
nasa,pmoindia,nope,nope
nasa,snoopdogg,nope,nope
nickiminaj,katyperry,yup,yup
nickiminaj,justinbieber,yup,yup
nickiminaj,taylorswift13,yup,nope
nickiminaj,rihanna,yup,yup
nickiminaj,youtube,nope,yup
nickiminaj,ladygaga,nope,nope
nickiminaj,theellenshow,yup,yup
nickiminaj,twitter,nope,nope
nickiminaj,jtimberlake,nope,nope
nickiminaj,britneyspears,yup,yup
nickiminaj,selenagomez,yup,yup
nickiminaj,cnnbrk,nope,nope
nickiminaj,jimmyfallon,nope,yup
nickiminaj,shakira,nope,nope
nickiminaj,ddlovato,nope,yup
nickiminaj,instagram,nope,nope
nickiminaj,oprah,nope,nope
nickiminaj,nytimes,yup,nope
nickiminaj,onedirection,nope,nope
nickiminaj,sportscenter,nope,nope
nickiminaj,espn,nope,nope
nickiminaj,pink,nope,nope
nickiminaj,wizkhalifa,yup,yup
nickiminaj,niallofficial,nope,nope
nickiminaj,kanyewest,yup,nope
nickiminaj,neymarjr,nope,nope
nickiminaj,narendramodi,nope,nope
nickiminaj,danieltosh,nope,nope
nickiminaj,aliciakeys,yup,yup
nickiminaj,srbachchan,nope,nope
nickiminaj,pitbull,nope,yup
nickiminaj,khloekardashian,yup,yup
nickiminaj,iamsrk,nope,nope
nickiminaj,kourtneykardash,nope,nope
nickiminaj,realmadrid,nope,nope
nickiminaj,davidguetta,yup,yup
nickiminaj,zaynmalik,yup,yup
nickiminaj,aamir_khan,nope,nope
nickiminaj,chrisbrown,yup,nope
nickiminaj,blakeshelton,nope,nope
